,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018
477,15083,13101,13514,13718,13942,14346,14475,14917,15238,15926,16319,16794,17428,17925,18291,18692,18934,19625,20407,20694,2578763,2648403,2671434,2695290,2748915,2743797,2793433,2816898,2902823,2934063,2984291,3066768,3129784,3173046,3231723,3278509,3399328,3526027,3563078
478,15084,12573,13112,13402,13723,14040,14072,14398,14653,15280,15670,15985,16404,16821,17194,17506,17905,18524,19214,19649,2789670,2868539,2887643,2914650,2942251,2908312,2932835,2939869,3018124,3049435,3068245,3107712,3147492,3189729,3229931,3295748,3401600,3507969,3557953
479,15085,12580,13057,13275,13546,13763,13896,14225,14540,15125,15595,15902,16340,16775,17170,17580,18006,18504,19354,19907,3269789,3357685,3378343,3409736,3422397,3413068,3449012,3475460,3562381,3620542,3646403,3702843,3760049,3812940,3873484,3970159,4080267,4218546,4287323
480,15086,12641,13329,13463,13932,14461,14761,15303,15688,16391,16729,17143,17535,17811,18236,18569,18621,19297,20160,20518,1361123,1424261,1422865,1453357,1489272,1500088,1533318,1549179,1592772,1604467,1626634,1644126,1652978,1678551,1699794,1704294,1766007,1832634,1850679
481,15087,12194,12735,12958,13241,13506,13578,13922,14245,14766,15146,15368,15830,16197,16442,16833,17222,17853,18619,19092,2157780,2218259,2222213,2235633,2245441,2223396,2243245,2255793,2294946,2309869,2304502,2338586,2359914,2367548,2401225,2440925,2510095,2586133,2618171
482,15088,12728,13230,13464,13764,14128,14284,14692,15132,15826,16258,16689,17197,17635,17939,18385,18933,19486,20197,20601,2743963,2835394,2856680,2886784,2932740,2937347,2991173,3046586,3144272,3186375,3231192,3295101,3350288,3380641,3439806,3530385,3628071,3751126,3811911
483,15089,12101,12568,12711,13050,13182,13374,13819,14076,14588,15003,15294,15758,16205,16513,16946,17394,17915,18674,19095,2964090,3034206,3018990,3047165,3027491,3022661,3071114,3074336,3132053,3169220,3182681,3232779,3281454,3302068,3350737,3421762,3504892,3616262,3659612
484,15090,11967,12493,12545,12854,13168,13261,13607,13915,14521,14796,15260,15786,16132,16521,17007,17136,17773,18622,18947,1682610,1730347,1712798,1734985,1751680,1733737,1752511,1764331,1810387,1815267,1843897,1879807,1895004,1917585,1957007,1970012,2040860,2118988,2133181
485,15091,12328,12757,13011,13472,13842,14013,14445,14817,15374,15736,16069,16638,17156,17397,17839,18271,18930,19696,20118,1948048,1979960,1985217,2023450,2046965,2040736,2070954,2091850,2136084,2152749,2165821,2212294,2254801,2262829,2302718,2349339,2422078,2504045,2541470
487,15101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
488,15151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
489,15153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
490,15154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
491,15159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
492,15171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
494,15202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
495,15256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
496,15260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
497,15261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
498,15265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
499,15266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500,15268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
502,15303,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
503,15352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
504,15355,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
505,15357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
506,15358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
507,15362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
508,15363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
509,15364,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510,15367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
511,15369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
512,15370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
514,16051,13503,14005,14247,14461,14691,14693,15154,15406,15805,16000,16269,16637,16955,17300,17526,18056,18498,18991,19333,2685133,2773686,2814040,2864160,2924726,2930890,3021341,3068869,3150222,3192780,3256484,3348892,3437159,3532355,3602424,3758627,3895745,4026955,4124431
515,16052,13035,13711,14032,14357,14710,14832,15349,15664,15928,16108,16332,16625,16931,17258,17474,17952,18321,19049,19558,1464594,1505505,1505220,1512385,1525848,1518452,1550573,1561902,1569166,1571243,1579405,1596092,1617967,1642613,1655445,1709987,1747501,1805900,1848356
516,16053,13172,13525,13722,13827,13925,14074,14622,14941,15274,15577,15910,16172,16497,16796,16907,17454,17982,18534,18919,1320681,1366017,1391040,1412516,1436306,1451608,1509150,1544339,1586332,1631774,1681153,1717966,1759715,1802195,1825001,1900210,1976617,2051901,2104843
517,16054,13741,14473,14759,15170,15495,15640,16261,16560,16903,17207,17450,17821,18335,18821,19071,19136,20476,21541,22371,657238,673341,667248,667599,665787,656350,666558,663630,661669,659343,655012,656643,664998,674078,685367,698328,741070,762259,783022
518,16055,13113,13512,13664,13846,14170,14294,14800,15100,15496,15644,15892,16247,16663,16966,17386,17693,18164,18739,19090,802184,831951,850619,866258,887688,894865,924583,942343,968473,979668,997377,1021125,1050766,1073523,1102220,1128857,1166887,1206615,1236219
519,16056,13386,13863,14320,14696,15125,15118,15478,15656,15947,16152,16297,16671,17054,17479,17970,18300,18659,19188,19639,589138,607635,625952,640460,655491,651816,664345,667983,675028,679194,682038,695901,711588,728114,749797,771359,793083,818334,835442
520,16061,12448,13075,13174,13400,13726,13852,14431,14868,15466,15749,16087,16588,16915,17284,17709,18161,18816,19506,20065,1408607,1469359,1468032,1478229,1501002,1503007,1549781,1579440,1625823,1638703,1657718,1695845,1718717,1747984,1785800,1834810,1903798,1966948,2016764
521,16062,12304,12837,13091,13380,13720,13775,14251,14585,14972,15056,15325,15726,16035,16412,16668,17078,17752,18415,18907,1203686,1243469,1253448,1265662,1281749,1271389,1300195,1315534,1337259,1332303,1345421,1370316,1384299,1405694,1420401,1455135,1512940,1563408,1593102
522,16063,13147,13758,13920,14223,14553,14680,15200,15597,16052,16255,16521,17131,17656,18238,18294,18960,19480,20357,20932,1900144,1973244,1981017,2004285,2029536,2026644,2073600,2101186,2135491,2134913,2144919,2203640,2254019,2311804,2306143,2384155,2438767,2529272,2582883
523,16064,12405,13056,13182,13408,13744,13786,14278,14681,15141,15269,15553,16048,16339,16762,17040,17232,17770,18514,18942,1475695,1537182,1536033,1544790,1566647,1555350,1591470,1617742,1651150,1647720,1662315,1701726,1720765,1753204,1773600,1802437,1858911,1920347,1954945
524,16065,11764,12307,12448,12708,13091,13104,13551,13905,14373,14539,14857,15349,15645,16077,16430,16791,17316,18023,18508,1109795,1146185,1143742,1152839,1171093,1155468,1177650,1187255,1203255,1196700,1204428,1227247,1236619,1256235,1271749,1295091,1331550,1374310,1395787
525,16066,13075,13757,14036,14365,14669,14796,15357,15742,16159,16330,16471,17002,17417,17904,18325,18669,19612,20366,20946,1873501,1955825,1975567,2000196,2023552,2022177,2075741,2102877,2132695,2129723,2123666,2169971,2205395,2254012,2296396,2330655,2433219,2509686,2568988
526,16067,12569,13185,13482,13772,14123,14230,14719,15127,15528,15713,16003,16485,16849,17258,17518,17852,18473,19177,19593,1864900,1941725,1971787,1999149,2036484,2039400,2091266,2130573,2166982,2171738,2194747,2247721,2286139,2334357,2369666,2429720,2514794,2598029,2654653
527,16068,12815,13446,13474,13703,14019,14049,14526,14891,15370,15480,15809,16349,16680,17131,17440,17731,18315,19040,19482,1040013,1080211,1070973,1077333,1089266,1078279,1101750,1116883,1138805,1134183,1145935,1173876,1188896,1214916,1232729,1251289,1288650,1334217,1360657
528,16069,13236,13930,14043,14281,14592,14604,15141,15612,16102,16233,16494,16969,17340,17730,18022,18677,19206,19943,20495,977591,1022223,1022748,1031002,1044079,1037600,1065622,1086030,1106889,1102574,1106944,1125960,1140496,1157536,1168790,1206533,1237386,1278867,1306332
529,16070,12591,13151,13338,13608,13848,14026,14676,15125,15588,15810,15985,16420,16766,17137,17352,17901,18197,18853,19306,1528355,1585504,1597947,1617586,1628740,1632313,1689492,1720609,1753742,1764440,1774169,1813240,1841451,1872115,1890186,1955850,1990596,2054959,2100234
530,16071,12337,12938,13146,13508,13959,14017,14580,15046,15611,15803,16176,16727,17154,17618,17830,18147,18686,19332,19800,1120353,1166972,1176704,1198177,1227123,1222676,1259854,1285758,1317855,1319578,1342646,1382450,1410711,1442232,1456225,1485937,1536372,1589559,1624400
531,16072,13660,14243,14449,14714,14972,15112,15662,16056,16400,16603,16742,17160,17607,18050,18414,19021,19907,20626,21140,925407,955436,959447,965499,969980,965771,985768,996933,1002809,999368,995663,1009148,1023594,1038382,1050155,1080651,1127991,1164027,1189757
532,16073,12641,13247,13537,13886,14198,14337,14838,15231,15684,15993,16258,16721,17051,17486,17737,18297,18547,19325,19922,1669761,1725821,1739089,1760236,1776779,1771799,1807813,1826295,1849152,1857047,1860922,1891118,1909915,1938944,1950613,2002806,2017822,2084098,2128924
533,16074,12820,13465,13711,14129,14612,14646,15114,15430,15972,16162,16482,16953,17270,17609,17904,18020,18619,19626,20183,1192798,1249899,1264934,1294672,1326823,1317380,1345948,1358761,1392236,1395015,1409886,1440026,1458969,1481620,1503652,1533015,1589260,1643796,1675597
534,16075,12895,13490,13651,13984,14341,14443,15026,15435,15838,15910,16114,16581,16889,17314,17591,18022,18484,19230,19740,1268061,1311352,1312338,1327879,1345503,1338740,1373522,1391387,1408394,1395366,1395582,1421080,1432944,1455174,1464820,1494382,1527873,1575567,1602593
535,16076,12862,13511,13712,14040,14395,14475,14988,15289,15778,16033,16339,16821,17178,17613,17860,18367,19003,19860,20392,1591897,1653014,1657591,1675397,1694560,1679855,1710731,1716156,1741042,1738411,1744318,1770075,1784494,1809421,1817693,1859600,1908167,1975969,2013059
536,16077,12694,13253,13490,13747,14046,14094,14605,14940,15092,15318,15626,16049,16452,16876,17137,17697,18483,19360,19883,1449448,1490484,1493658,1499536,1510093,1493382,1523270,1534206,1525892,1523772,1530458,1549013,1567663,1589325,1596397,1637391,1699954,1764220,1797063
